sentiment,airline,text
neutral,United,@united.  Pls hold UA2066 for 9 cnx pax frm UA6194.  All runners.  A 5 min hold will save 2 fam frm miscnx.  Pls. Twitter is watching.
positive,American,@AmericanAir Aww Thanks AA..DFW was on GMA up here this AM..so i understand ..Btw A.A is my Airline when im able to trv..Love you guys.:)
negative,US Airways,@USAirways what do I push to rebook with that 800 number
neutral,US Airways,@USAirways I'm flying with you this Summer. Will I be able to leave Miami Airport during my 12 hour stopover there?
negative,United,"@united Doumented via link. However, now that it has been over four months with no response, what do you suggest? Or shall I not expect one?"
negative,United,@united @highbuddyyy that totally sucks my cousin worked at PHL said @united
positive,Delta,@JetBlue I want to give a warm thanks to your crew at Logan airport for still getting me to the DC area after Cancelled Flightlations this morning!
negative,United,@united I was not looking for the fare to be returned on the companion flight.  don't understand why an additional $200 fee was necessary.
negative,Southwest,@SouthwestAir would be great if I atleast was next to my husband who is flying in the same reservation
positive,American,@AmericanAir thanks!!
neutral,Southwest,@SouthwestAir  I will dm you now
positive,Delta,@JetBlue Great thanks
neutral,Southwest,@SouthwestAir trying to get to Mexico in September! How about affordable nonstop flights????
neutral,United,@united thank you for the quick response but I cannot dm you until you follow me as well
negative,Southwest,@SouthwestAir I couldn't fly you today &amp; it made the trip harder + had to pay for my checked bag. #DevotedyYours but for today. :(
negative,United,@united can you get a gate for UA4727?  Turrible.
negative,United,"@united really? 3 hr delay, 4 gate changes, &amp; you boarded us, sent us back up, &amp; boarded us again.  Won't change our flight. Can we go now?"
negative,Delta,@JetBlue #fail My wife on the phone asking to switch flight times. In mid switch gets disconnected. Now Cancelled Flightled! No new time! No call back
positive,Delta,"@JetBlue great trip today!  Thanks to the crew flying us home, they were fantastic! http://t.co/sk6W9XQaQB"
neutral,United,@united still waiting for a response on whether or not you allow use of a rear facing car seat on an ERJ145.
negative,United,"@united gotta love giving up 1st class upgrade b/c flight delayed, to get another flight (also delayed) just to ensure I make my connection."
negative,Southwest,@SouthwestAir I can't begin to tell you how slow my plane's wifi is. I can't even pull up an email.  What am i paying $8 for??
negative,American,@AmericanAir One hour to check in is 45 minutes too long. MIA FAIL.
negative,Southwest,"@SouthwestAir My brother &amp; his girlfriend’s flight Cancelled Flightled 3 times, now leaving 72 hours Late Flight and dropping letter grades at school. Help?"
negative,Southwest,@SouthwestAir Conf #8Q6MFD Finally got through &amp; told the flight was completely booked.  That would have been better info than advise 2 call
negative,United,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all."
negative,United,@united. Worst flying experiences ever the past three days. Your airline needs to get it together. Lost a customer with me
negative,American,@americanair never fails to disappoint. waiting at jfk an hour after scheduled take off and still no word on departure
negative,Southwest,@SouthwestAir You need to be more accommodating to your loyal customers. Not happy now!
neutral,American,@AmericanAir Please bring American Airlines to #BlackBerry10
negative,US Airways,@USAirways the link doesn't work..
negative,United,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?
negative,US Airways,@USAirways thanks 4 making it impossibly expensive 2 change 2 a flight leaving less than 24 hrs earlier than my reservation #1lesscustomer
positive,United,@united always makes our cross country flights rad. @hemispheresmag here's baby flier Charlotte! #8thtime5MonthsOld http://t.co/kCqnwIXUCm
negative,US Airways,@USAirways Round Two of being THE worst airline ever.
positive,United,@united I am - thank you!
negative,US Airways,"@USAirways the least comforting thing from your pilot after sitting on a stationary plane for 3 hours is ""I don't really know what happened"""
negative,United,"@united you're missin the point! There was no ""weather"". You're lying! Seats was broken. But u claim ""weather"" to get out of hotels. Classy"
positive,United,@united Thank you. Took care of everything and made it right. That's the experience I'm used to. Opened the app to find flight changed.
negative,American,@AmericanAir this delayed bag was for my friend Lisa Pafe. She got her bag after 3 days in Costa Rica. Issue no updates on your system.
negative,Delta,@JetBlue 5 hours delayed now in hour increments?  Really?  &amp; as Mosaic I still have to pay $25 to use lounge during this waste of a Sunday?
neutral,Southwest,@SouthwestAir  I can go.  I want to badly!!!!   I don't know how to DM.  Can I e-mail you?   Help!!!  wmn4life@hotmail.com
neutral,United,@united +the plane.
negative,United,@united I travel a lot and I get it. You're still my fave but EWR to Cleveland w/40 min layover to connect to DC = our best option? Come on.
negative,American,@AmericanAir why are @USAirways gold forced to pay for an upgrade? Open seats in 1st and not offered to Gold/Sapphire
positive,Southwest,@SouthwestAir Thank you!  #thankful #feelingtheluv
negative,United,@united A 3rd party service you use to sell your tickets has ripped me off. Excellent service United is offering.
neutral,United,@united done
negative,US Airways,@USAirways It's the rude and arrogant gate personnel. Uncalled for. Unprofessional. #theworst
negative,US Airways,@USAirways is the worst airline I’ve ever flown on. You guys have treated me like garbage today.
positive,United,Thank you @united for your prompt assistance.
negative,United,"@united Nice ""partners"" you have. The delays keep increasing every 20 min @FtLauderdaleSun @orlandosentinel http://t.co/1AtEafnC6R"
neutral,Southwest,@SouthwestAir is that @MurraySawChuck
negative,US Airways,"@usairways It was 9º, and some of us had left coats in our luggage in anticipation of cramped overhead bins :|"
neutral,United,@united hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?
negative,United,"@united just curious, when are you going to to finally learn #customerservice ?"
negative,US Airways,@USAirways What's the point of a baggage claim ticket if they don't scan it  for tracking?
positive,United,@united thanks. Just got on a couple of minutes ago. Great service on flight 479 btw. Please pass it to the team on that flight.
negative,American,"@AmericanAir @PatrichRuben no, profit maximization is your top priority. Nothing else even registers for you dinosaurs"
negative,United,@united UA5396 can wait for me. I'm on the ground trying to get to the gate after we were moved to B. This is crap.
negative,US Airways,@USAirways so far no call back
positive,United,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines
negative,US Airways,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice
negative,United,@united Rude grouchy agent at Dulles check-in just got my 19 hour trip off to a lousy start. He needs a nap or something.
neutral,Virgin America,@VirginAmerica when can I book my flight to Hawaii??
neutral,Southwest,@SouthwestAir confirmation number for new reservation is FP9M6Y I am traveling with a 3 year old. please email? jennifer.cascino@gmail.com
negative,American,@AmericanAir overall lack of attention or foresight when managing flights.
negative,Delta,@JetBlue We even went to the airport and were on the phone for hrs and no help at all. Everyone said different things.
negative,United,@united Bos-SF was in between waivers. Business Cancelled Flighted due to weather before/after. No flexibility/compassion in extreme circumstances = 😔
negative,US Airways,@USAirways sorry doesn't help.  It's midnight PST.  How in the hell am I still on hold after 90 minutes on customer service line?
negative,US Airways,"@USAirways had a horrible experience flying from Montego Bay to Philadelphia on 2/11. $125 2check a golf bag, constant selling in-flight"
negative,US Airways,@USAirways Don't tell me that. Tell me what I can actually DO to reach someone. I don't mind being put on hold but it won't even do THAT.
negative,US Airways,@USAirways flight #3797 treatment of passengers has been atrocious - over 2 hours delay only to now deplane and given no direction
positive,US Airways,"@USAirways on the DL, send Ethan some new pants and some ""white revive"" laundry tabs. He's a great guy, good crew, he's just, err, single."
positive,American,@AmericanAir @dfwairport me too!!  LOVE LIVING SO CLOSE SO I ALWAYS HAVE GREAT VIEWS!
negative,Delta,@JetBlue there's is nothing there because apparently I have to connect them for that to be true.
negative,American,@AmericanAir … Been trying to book a whole new flight since 2 hours!! what is wrong with your website?
negative,US Airways,@USAirways Baggage Team? Recording tells me my bag still hasn't been found. And delayed baggage link on web conveniently not working. #worst
neutral,Delta,@JetBlue Hi. I'm trying to find a flight to the Middle East.
neutral,American,@AmericanAir Flight 1512 (N924AN) departs @FlyTPA enroute to @dfwairport http://t.co/j0mhMkDiVl
neutral,US Airways,@USAirways I have corporate-paid travel in April. Is it possible to purchase an upgrade to first class now?
negative,United,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference."
negative,Southwest,"@SouthwestAir #CustomerServiceFail - - almost missed flight - long slow BWI ticket line: ""Rather make a complaint or your flight?"""
negative,Southwest,@SouthwestAir We have been waiting for almost 3 hours trying to rebook flights. PLEASE help us get through to someone.
positive,Delta,@JetBlue to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx
positive,American,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same"
negative,Southwest,@SouthwestAir is not being responding to the @SpecialOlympics athletes.  #notcool #Southwest
negative,Delta,"@JetBlue I was believing you for a minute, but we just got delayed for a 3rd time!"
negative,United,@united YOU GUYS ARE HORRIBLE.
negative,Southwest,@SouthwestAir @jparkermastin  customer service has been very passive in their response. Disappointed. I have only flown SW but am rethinking
negative,Delta,@JetBlue exactly why is my flight delayed? 599 BDL to DCA? Can't seem to get an answer
negative,United,@united who is in charge of making decisions over there? Cancelled Flightling flight UA1150 was unacceptable. I should be in #Belize right now.
positive,Southwest,@SouthwestAir THANK YOU for finally making your boarding passes work with passbook
negative,American,@AmericanAir Still on hold. Way to suck.
negative,Southwest,"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!"
neutral,Delta,"@JetBlue So anything found while cleaning the plane in DC would be at the baggage office, even something small?"
negative,United,"@united is really getting horrible. So much for tucking in my kids tonight. Delta transfers miles/status, right? http://t.co/H6HN33JJJE"
negative,US Airways,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful."
negative,Delta,"@JetBlue we've been delayed for almost 2 hrs. I take JetBlue because I've had good luck, but today is really frustrating."
negative,US Airways,@USAirways. R U aware your wait time to talk to a sales agent is always 30-60 minutes? Unacceptable. At least employ a call back feature!
negative,United,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you..."""
negative,Delta,@JetBlue I don't believe so. That's not what the team has told us.
neutral,United,@united I've got a campus visit in an hour and I'm still wearing the same clothes...
neutral,American,@AmericanAir is flight 2413 to LA delayed?
neutral,Delta,@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ;)
positive,Virgin America,@VirginAmerica we have a hot female pilot! Sweet! DCA to SFO! :-)
positive,Southwest,@SouthwestAir Southwest Airline is THE way to go!
negative,US Airways,@USAirways thx for taking my $600 for a 1way then Cancelled Flightling 1st flt delay 2nd flt and u top it off by losing my one piece of luggage #usuck
negative,US Airways,@USAirways yes. It says bag is being delivered. The local number says Not Open. Asked main # for cust service got hung up on.
neutral,United,@united I'm flying UA but *G with A3
neutral,United,@united 6533 ORD to DCA
negative,United,@united Flight 472 from ORD couldn't let me know about this? Found out via app minutes before landing. Awful flight. http://t.co/DQJl8vZ2h2
negative,American,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...
negative,US Airways,@USAirways seriously buy some WD40 for A319 operating flight 634 from GEG to Phoenix. Every seat squeaks w every shift. Still on ground!
negative,Southwest,@SouthwestAir I thought you guys were the best airline...I've been on hold for an hour!
neutral,US Airways,@USAirways conf number FMJTYL delayed - any chance of getting an earlier flight fll to phx?
negative,US Airways,"@USAirways @keithlaw  I flew US Air for the first time yesterday, got propositioned by the flight attendant....true story!  #Creditcardsales"
negative,Southwest,@SouthwestAir got a text my flight was Cancelled Flightled! Now what do I do :/?? Help please!!!
negative,United,@united my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?
positive,Southwest,"@SouthwestAir Katie, Gate C47, Denver International, fantastic customer service helping me and 2 new flyers; thx for amazing staff!"
negative,American,"@AmericanAir my wife was on a flt from BRO to TUL via DFW that was Cancelled Flighted. Bought an SWA flight to get her home. Partial refund,DM me plz?"
negative,United,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets
negative,United,"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!"
negative,US Airways,@USAirways No flights out of Philly because of system wide tech issue.   @CBSPhilly
negative,American,"@AmericanAir how about a reservation phone system that actually works? You know the 800 number is unreachable? Callbacks are ""dead air""."
negative,Southwest,@SouthwestAir been on hold for over an hour to speak to a customer service rep. What the heck?? #Southwest #customerservice
negative,US Airways,@usairways  my flight has been Cancelled Flightled. On hold for 2+ hrs to reschedule. Need help now.  Taking way too long http://t.co/NeHnsDCkTY
neutral,Virgin America,@VirginAmerica Results Handily Exceed Forecasts - @NYTimes http://t.co/gonmRwEM6I
negative,US Airways,"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence."
positive,US Airways,@USAirways Many thanks for your reply! http://t.co/6CGFv02gzb
neutral,Delta,@JetBlue Accepting #Apple Pay - Mobile Enterprise http://t.co/Ci5cfrlqBe
negative,US Airways,@USAirways we're all standing here and no one is saying anything. I'll most likely be missing my flight to BWI AGAIN. http://t.co/JhaU4K48yv
negative,United,@united terrible travel experience. Traveled 8000 miles roundtrip but two Cancelled Flightlations of short hops cost me two days
negative,US Airways,@USAirways I was on hold for 2 hours and still no answer. Is this really how you run your business? http://t.co/P8xFhq4kps
positive,United,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!
negative,American,@AmericanAir it doesn't allow me to hold. That's the problem.
positive,United,@united can I just go ahead and live in your premium cabins? I'm in heaven now en route to LHR
negative,US Airways,@USAirways I've been on hold for over 90 minutes... There's a lack of quality service here.  Nobody cares that I hate your shitty airline.
negative,American,@AmericanAir me up in a hotel tonight and expect me to now pay even more money. I don't have that money!! I was supposed to get a call back
negative,United,"@united DTV doesnt work, pilots Late Flight, wont let 10yr old fly next 2 me and I paid 4 an upgrade. #unitedsucks"
negative,American,"@AmericanAir My flight 1108 was Cancelled Flightled. I need to be rebooked, and I can't do it online and they aren't answering calls. Help!"
negative,Southwest,@SouthwestAir baggage claim has already changed 2x...most recent had 3 bags come out and then stop...claim team has no idea what's going on
positive,United,@united thanks for moving my dad on to my my mom's flight. You helped make his birthday start with #FriendlyFriday Awesomeness! 4 paws up!
negative,US Airways,@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka
neutral,United,@united thanks again for your concern. I will contact customer care upon our return from Australia.
negative,American,@AmericanAir no standby line update online or on app either is troubling
neutral,Southwest,"@southwestair,  kudos to your rep ""Patricia"" at gate B11 this Sunday morning at #Chicago #Midway #MDW,… http://t.co/MmCWkqp2gy"
negative,United,@united Total BS.have 1st class seats for connecting flight. Your crew Late Flight. We miss connection. Had next plane. Yet u don't honor it??
negative,United,"@united there was 20 min to departure, no one waiting. On being pressed ground staffer threatened ""do you want to get to SF today"" #fail"
positive,United,@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!
positive,American,@AmericanAir Glad to hear that there were no serious injuries in the minor crash @dfwairport this evening.
negative,US Airways,@USAirways thanks for making me check my bag when the space was empty and to the flight attendant for the dirty look http://t.co/9rx5HOmM25
negative,United,@united lax29108m make it happen please else on a cruise with no luggage tomorrow
positive,Virgin America,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!
neutral,Delta,“@JetBlue: Our fleet's on fleek. http://t.co/M2wSg2olgo” -_-
negative,United,@united stay more than 24h traveling ans sleeping on the airports floor
negative,United,@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united
neutral,United,@united Bought a round trip to Chicago two days ago...today the same flight is half that! Is there any way for me to get that discount??
negative,United,@united You shouldn't page o'head that it's best to call 1-800# - on hold 26+ mins
negative,Delta,@JetBlue I am less concerned about the delay than I am about not being notified until I looked at the board that my flight was delayed
negative,United,.@united call my work and tell them it's your fault I'm Late Flight
negative,US Airways,.@USAirways Can't book a flight online or over the phone. Your customer service is usually great -- anything you can do to help?
neutral,United,@united any chance flight 3745 is being delayed??  nervous about driving to DFW in this weather to drop off my brother
negative,American,@AmericanAir it's been 2 hrs of wait on the phone a) worst customer services b) trying to know where my suitcase Is and way MORE 😤#ANGRY
negative,United,@united Stop pretending you care about the welfare of my daughter. United Airlines had the opportunity to help n failed # United airlines
neutral,Southwest,@SouthwestAir I'm not sure I did the messaging part right. Please let me know if you received it.
negative,American,@AmericanAir @nrosenb1 It's not allowing me to book available seats
negative,United,@united this airline is a joke my friends been trapped in houston since 7am sat and have no flight in sight #unitedworstever #trappedhouston
negative,American,@AmericanAir first flight is Cancelled Flightled. Been on hold for 4 hours. Need information and getting none. Help?
neutral,United,@united is flight number 1142 Denver to Las Vegas 1125 on Sunday feb 22 Cancelled Flighted ?
positive,United,"@united Ill check it out, appreciate the response, regardless."
negative,Virgin America,"@VirginAmerica can't check in, your site looks like this every time it loads http://t.co/kAcY2AwDbW"
negative,US Airways,@USAirways i will be Cancelled Flighting my us airways credit card and choosing other airlines after my experience this week.
negative,US Airways,@USAirways yeah you guys just told me to call the website that I booked from. I booked on your website. UNACCEPTABLE
negative,Southwest,@SouthwestAir flight 4040 atl to lga Cancelled Flightled any suggestions how to get home?
negative,Southwest,"@SouthwestAir ""...you in the 10 hrs we were hanging out there? Oh, no I understand things get crazy n sometimes 10 hours isn't long enough."""
negative,United,@united mechanical issues causes delay and connecting plane at ORD only needed to wait 10 min for them. Refused and left early instead. Wtf
negative,US Airways,@USAirways Why haven't you issued a travel advisory for Charlotte Wednesday night and Thursday? 4-6 inches of snow.
positive,United,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!
neutral,US Airways,@USAirways glad people can put their coats in the storage area though. It would be super unfortunate to leave those on the floor
negative,US Airways,"@USAirways this day has been a disaster, rude employees, no help &amp; now no hotel. not flying with you again &amp; I fly ALOT! Dallas=raise=now!"
negative,Delta,"@JetBlue took forever for catering to get to my flight, now are very delayed. So ticked off right now."
positive,US Airways,"@USAirways Waiting on my flight right now, thanks!!"
neutral,Southwest,@SouthwestAir I never got my flight confirmation. I've been on hold for an hour and I can't get info online. What am I to do?
negative,United,@united my son is a passenger on flight 3710 from Chicago to Toronto. The plane came within feet of colliding  another plane and is stopped.
positive,Southwest,@SouthwestAir hello #SouthwestAir I'm  happy to be flying with you this morning DAL-MDW #4053 looking forward to a comfortable fight
negative,United,@United Hidden City forces me into crappy seat even though exit row is available on the first leg. Your support cannot fix. :-(
negative,United,"@united I will give you one thing, you are consistent but unfortunately you are consistent at not doing your job well #AlwaysDelayedOnUnited"
negative,Delta,"@JetBlue ""Goodwill"" now at $125.00.  $27,000 x ? = Fine   Still want your new CEO to make a public apology to all passengers of flight 136"
negative,US Airways,"@USAirways  - I had 20,748 miles in  my account and was informed I'd forfeit them bc of 33 months of inactivity - I"
negative,United,"@united but if i tweet the ID number, won't that reveal my home address to anyone on the web?"
neutral,US Airways,"That's not the case.. They sent me a email with a link, I'll show you.. @USAirways http://t.co/hb799CCo0t"
negative,US Airways,"@USAirways - flights 4500 AND 403 delayed for ""crew availability?""  What gives? I'm getting to TPA 2.5 hrs past my scheduled arrival."
positive,American,"@AmericanAir thanks for the recommendation. We've been sitting here for 45 minutes, last update was 35 min ago."
negative,American,"@AmericanAir LAX-OGG-LAX using hard earned miles and was given lousy service, faulty seats on both legs and damaged bag. Your customer care"
negative,US Airways,@USAirways @AmericanAir 28 hours Late Flightr still no email. work supervisor needs documentation to approve last minute vacation day request
negative,American,"@AmericanAir flight 45 JFK-LAS. First the catering was Late Flight, the. No push back crew. 2hrs delay."
positive,Southwest,@SouthwestAir last week I flew from DAL to LAX. You got us in almost an hour early. Thank You.
negative,American,@AmericanAir Now your site is not working! WTF
negative,US Airways,"@USAirways charged my card 11 times for one airline ticket, now card is on security hold"
negative,US Airways,@AndrewFallis same here! On hold for an hour &amp; then told @USAirways has done all it is willing to- which was apologize. #stillnotonmyflight
negative,Delta,@JetBlue our flight out no Tv. Now our flight back not seated together. B6 620. Maybe our fault still no fun.
negative,United,@united Pay for a cab back to the airport to show baggage dept. my wet shirts and suit is not a viable option. 2nd time this has happened!!
negative,United,@united hahahahaha ya tried that already
negative,US Airways,"@USAirways we are on the 2pm flight FLL to PHL and then connection to MAN. However, with the delays we might miss it. Can we go earlier?"
negative,United,@united One of your workers refused to give me her name as a reference for my notes. Her tone &amp; language was very unprofessional.
negative,United,@united you guys SUCK! Another Cancelled Flighted flight! Every flight with you has an issue!
negative,Southwest,"@SouthwestAir @HDsportsguy yes I did. I hope for an update soon, need those clothes for a meeting tomorrow."
negative,American,"@AmericanAir AA2334 Second week in a row delayed, due to mechanical issues. All the sleet outside and yet we're stuck changing a tire"
negative,US Airways,"@usairways. Seriously, attendants go AWOL for 60 mins.   Now flight further delayed.   Don't lite a match either http://t.co/mT8sPlm02v"
negative,US Airways,"@USAirways was on hd for 1hr and 3min at 3:00am since my flgt  from DCA to MSY was Cancelled Flightled, still trying to get out. On hold now 50minssss"
negative,United,@united what's a good number to call to speak with someone about how you can fix what you did to 50 people and their luggage on Saturday?
neutral,Delta,@JetBlue such a bummer.  But I understand it's a business deal. Thanks for answering me!  Much less sad now.
positive,Southwest,@SouthwestAir.   50th Anniversary on April 10th. Still. Sweethearts.  Companions.  Lifetime.  Sons.  Families. Love.
neutral,American,@AmericanAir now I understand!!
negative,Delta,@JetBlue you're flight attendants suck and are always rude :( 4th bad experience with JetBlue tonight :/
neutral,American,@AmericanAir that's what is on my ticket and my confirmation email. Anything else?
neutral,Delta,@JetBlue look what I capture at Uvf http://t.co/Lj2ZXZN8kG
negative,American,"@AmericanAir that's interesting-Agent told me so. Sadly, another booked passenger didn't make it to gate by push back so I made it on."
neutral,US Airways,@USAirways download jeokoo the American app for air travelers
negative,US Airways,@USAirways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!
negative,US Airways,@USAirways why would you not give us the option to get off the plane instead of sit on it for an hour and a half when you knew at the gate
negative,United,@united Hate when I get bumped out of the seat I've selected (&amp; empty row) and moved to another seat (non-empty). #1K #flt803 #nonupgrade!
positive,Delta,@JetBlue thanks for the response - when is the next flight after the 9:48 flight?
negative,US Airways,@USAirways Past tense re help. No more. It’s been even more miserable than usual at CLT.
negative,US Airways,@USAirways flight 2120. Please get us a flight plan already. How is this an issue in 21st century?
negative,United,"@united. If you show available seats, you need to honor that! I shouldnt spend 1hr on phone to hear that ""really there are 3 not 4 seats"""
negative,US Airways,@USAirways your app sucks balls compared to @AmericanAir
negative,United,@united you may think I'm joking or blowing it out of proportion but the last 8 united flights have been delayed or significantly Late Flight.
negative,United,"@united ..back for the expensive holiday, he worked all year to pay for, that you RUINED! We want compensation &amp; his original case back!"
positive,Delta,@jetblue thanks
neutral,Delta,@JetBlue Guess I'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. Fingers crossed. Cutting it close to my travel dates.
negative,United,"@united - tick, tock, tick, tock, it is rapidly approaching the next dream departure of 1:45pm. When is the next fantasy departure time??"
positive,United,@united no worries Your customer service gets a bad wrap but just spoke w agent who saved me huge amounts of time &amp; apologized for yesterday
negative,Southwest,@SouthwestAir my sister and her family had to drive 1200 miles because you did not accommodate a rebook in a timely manner! HORRIBLE
negative,US Airways,@USAirways technical issues = inefficient computer triage system. Personality/ compassion of operators = not. Sad example of sad company.
negative,US Airways,"@USAirways the fact that you are making customers pay $15 to ""choose"" a seat and try to convince them using psychological tricks with colors"
negative,United,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways
neutral,United,@united @ehsanisMpowered lmfao
negative,United,@united has once again let me down. Don't think I've ever flown with them and not had problems. Worst airline period.
negative,American,@AmericanAir terror story my luggage was delayed both ways on an international flight for over 5 days total #angrycustomer
positive,Delta,Kudos well deserved! Just wish the rest of my @JetBlue experience today measured up to their example!
negative,US Airways,@USAirways my sister was supposed to leave at 10 am to go back to AL. She's only getting to NC now. Are you kidding me #NeverflyUSairways 👿
negative,United,@united checked me in through security under the wrong name and given the wrong boarding pass. #AirlineSecurity
negative,United,@united My flying United is over...sorry. The Captain still had 20 minutes of pre-flight preparations to make while we sat with no air!
negative,US Airways,@USAirways like they will call me? I'v been trying since yesterday and no one is answering...
negative,Southwest,"@SouthwestAir app error - says click here, can't click not hyperlinked http://t.co/IH5w9nfKz2"
positive,Delta,@jetblue offered me a complimentary drink for switching seats. Stewardess asked for my age &amp; I said 30. We giggled. #goodgenes #ilookyoung
neutral,Southwest,@SouthwestAir When is the last chance to win #DestinationDragon ???
neutral,Delta,@JetBlue going to San Juan!
negative,United,@united not for me.  I am on another Ua flight 2 gates down that was held 15 mins for cnx pax.
positive,Delta,@JetBlue thank you very very much!! 💙💙
negative,US Airways,@USAirways hey let flight 1874get to the gate  hours Late Flight and no fate with dozens of kids on board
negative,Delta,"@JetBlue  I shouldn't have to find them, they should tell us. I've flown Jet Blue since your first month. The experience isn't what it was."
negative,US Airways,"@USAirways you guys are the worst airline I've ever dealt with.  No notifications, no keeping customers updated.  Terrible service"
positive,United,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM
negative,Southwest,@SouthwestAir now I don't get the common courtesy of my phone call answered. Either policy is bad or people should be fired. #dissaponted
negative,American,@AmericanAir im tryin to book a flight but cant get ahold of anyone!
neutral,American,@AmericanAir do you offer group pricing discounts by any chance?
negative,US Airways,@USAirways i've been on hold since 11:30pm  need to reschedule my Cancelled Flightled flight for a morning departure tomorrow.  please help!!!!!!
negative,American,"@AmericanAir Thanks, but that results in missing the conference I'm attending. Are there options to book earlier,or if not,receive a refund?"
negative,American,@AmericanAir But Eagle is always Late Flight
negative,US Airways,@USAirways FINALLY leaving 4 home from NC. Will lodge respectful complaints!! Mechanical issue after cleared for runway? #5hourwait #nocrew
negative,US Airways,@USAirways can't get back lost time
neutral,Delta,His name is Enzo 😊 RT @JetBlue : @Setorii Well hello there pooch! What's your name? #dog http://t.co/dLh9138HBg
positive,Delta,@JetBlue flight booked! Heading out to California with the @WikiPearl team for  @NatProdExpo on March 6-8! Can't wait! #ExpoWest
negative,Southwest,@SouthwestAir i have asked Lindsey to call me instead of DM like a schoolgirl but so far no call   Getting tired of typing little notes
negative,United,@United has time to respond to everyone else's complaints but not mine. You just lost a customer
negative,American,@AmericanAir it's GTSVYB. It says it's Cancelled Flightled when I try to check.
neutral,Delta,@JetBlue 2:55 tomorrow from RIC to BOS. Looking good or am I better rescheduling?
positive,Delta,"@JetBlue marks 15th year with new ""Bluemanity"" plane design - Sun Sentinel http://t.co/SjVEelween"
negative,Delta,"@JetBlue Love your airline...hate your website.  Just tried to book 2 tickets (1 w miles, 1 w/out).  Absolute joke.   Needs a lot of work!"
negative,Southwest,"@SouthwestAir Yo, I'm trying to make a change to a reservation but whenever I select the flight it says, ""Unable to price"". Please help!"
negative,Virgin America,"@VirginAmerica I paid the premium to fly you across the country, you Cancelled Flight my flight and offer no check fee or upgrade love? Sad face :("
negative,Southwest,@SouthwestAir sadly didn't get much help ... As a travel agent this is so disappointing to me.
negative,United,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you
negative,American,"@AmericanAir file loc:TJYCQH. Bag at airport since last nite.Not ""scheduled"" to get PU unt aft 8? WHY? U shld b ashamed. I'm disgusted w/u"
negative,United,@united today take flight to san francisco. .. refuse to let us board with baby early... time we board wont let us take baby carryon bag
neutral,US Airways,@USAirways @satesq theres only one flt PHL-CRW per day.
negative,United,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best
negative,United,"@united, Thanks, but I didn't want to see 'we've started your flight search over' OR 'the fare &amp; rules for this itinerary has changed' again"
neutral,US Airways,@USAirways sure did. I have carried this bag on numerous times on the same style plane. Planning accordingly apparently accounts for nothing
negative,American,@AmericanAir Pay for my accommodations when you are the ones Cancelled Flightling it for no reason and I know your saying (lying) it cause of weather
negative,Southwest,@SouthwestAir my wife and 9 month old might miss flight and next direct is 210 pm. Mother in law been on hold with customer support for 30
positive,United,@united So far so good. Just stepped down in Denver. Next Stop Portland!
